pm_id,issn,essn,last_author,pmc_id,title,source,impact_factor
28576860,0016-6731,1943-2631,Bülow HE,PMC5560800,Coordination of Heparan Sulfate Proteoglycans with Wnt Signaling To Control Cellular Migrations and Positioning in Caenorhabditis elegans.,Genetics,4.402
28575670,0092-8674,1097-4172,Hyman AA,,The Centrosome Is a Selective Condensate that Nucleates Microtubules by Concentrating Tubulin.,Cell,66.85
28571752,0891-5849,1873-4596,Ávila DS,,Insights into the differential toxicological and antioxidant effects of 4-phenylchalcogenil-7-chloroquinolines in Caenorhabditis elegans.,Free Radic Biol Med,8.101
28576774,0950-1991,1477-9129,Podbilewicz B,,The fusogen AFF-1 can rejuvenate the regenerative potential of adult dendritic trees by self-fusion.,Development,6.862
28576337,0304-4017,1873-2550,Huang H,,"Angiostrongylus cantonensis daf-2 regulates dauer, longevity and stress in Caenorhabditis elegans.",Vet Parasitol,2.821
28481205,1093-9946,1093-4715,Reale MA,,The DCC protein -- neural development and the malignant process.,Front Biosci,
28438015,1017-7825,1738-8872,Oh S,,Genome Characteristics of Lactobacillus fermentum Strain JDFM216 for Application as Probiotic Bacteria.,J Microbiol Biotechnol,3.277
28325874,0027-8424,1091-6490,Chou JJ,PMC5389301,Ion and inhibitor binding of the double-ring ion selectivity filter of the mitochondrial calcium uniporter.,Proc Natl Acad Sci U S A,12.779
28257417,,1932-6203,García-España A,PMC5336234,"Phosphotyrosine phosphatase R3 receptors: Origin, evolution and structural diversification.",PLoS One,3.752
28236964,0070-2153,1557-8933,Jenny A,PMC5329892,WNK Kinases in Development and Disease.,Curr Top Dev Biol,5.242
28077446,0021-9525,1540-8140,Smolikove S,PMC5294783,Regulating chromosomal movement by the cochaperone FKB-6 ensures timely pairing and synapsis.,J Cell Biol,8.077
28207814,1553-7390,1553-7404,Salcini AE,PMC5336306,JMJD-5/KDM8 regulates H3K36me2 and is required for late steps of homologous recombination and genome integrity.,PLoS Genet,
27974481,0021-9525,1540-8140,Jantsch V,PMC5166508,"UNC-84: ""LINC-ing"" chromosome movement and double strand break repair.",J Cell Biol,8.077
28160598,0305-1048,1362-4962,Park Y,PMC5436001,Homo-trimerization is essential for the transcription factor function of Myrf for oligodendrocyte differentiation.,Nucleic Acids Res,19.16
28132687,0002-9297,1537-6605,Wirth B,PMC5294679,Neurocalcin Delta Suppression Protects against Spinal Muscular Atrophy in Humans and across Species by Restoring Impaired Endocytosis.,Am J Hum Genet,11.043
28582530,0305-1048,1362-4962,Müller B,PMC5737717,An in vivo genetic screen for genes involved in spliced leader trans-splicing indicates a crucial role for continuous de novo spliced leader RNP assembly.,Nucleic Acids Res,19.16
28581477,1465-7392,1476-4679,Hamza I,PMC5594749,Inter-organ signalling by HRG-7 promotes systemic haem homeostasis.,Nat Cell Biol,28.213
28578929,0960-9822,1879-0445,Hobert O,,Morphological Diversity of C. elegans Sensory Cilia Instructed by the Differential Expression of an Immunoglobulin Domain Protein.,Curr Biol,10.9
28600327,0016-6731,1943-2631,Kubiseski TJ,PMC5560797,The Oxidative Stress Response in Caenorhabditis elegans Requires the GATA Transcription Factor ELT-3 and SKN-1/Nrf2.,Genetics,4.402
28600214,0960-894X,1464-3405,Janda KD,PMC5510726,Validation of onchocerciasis biomarker N-acetyltyramine-O-glucuronide (NATOG).,Bioorg Med Chem Lett,2.94
28603670,2167-8359,2167-8359,Kostrouch Z,PMC5464003,"The nematode homologue of Mediator complex subunit 28, F28F8.5, is a critical regulator of C. elegans development.",PeerJ,3.061
28603484,1662-5099,1662-5099,Dittman JS,PMC5445133,Evolutionary Divergence of the C-terminal Domain of Complexin Accounts for Functional Disparities between Vertebrate and Invertebrate Complexins.,Front Mol Neurosci,6.261
28602951,0012-1606,1095-564X,Li W,,CED-10-WASP-Arp2/3 signaling axis regulates apoptotic cell corpse engulfment in C. elegans.,Dev Biol,3.148
28602651,0960-9822,1879-0445,Greenwald I,PMC5531766,A bHLH Code for Sexually Dimorphic Form and Function of the C. elegans Somatic Gonad.,Curr Biol,10.9
28602583,1534-5807,1878-1551,Han M,PMC5521180,Coupled Caspase and N-End Rule Ligase Activities Allow Recognition and Degradation of Pluripotency Factor LIN-28 during Non-Apoptotic Development.,Dev Cell,13.417
28602540,0300-483X,1879-3185,Meyer JN,PMC5535741,Deficiencies in mitochondrial dynamics sensitize Caenorhabditis elegans to arsenite and other mitochondrial toxicants by reducing mitochondrial adaptability.,Toxicology,4.571
28180294,0305-1048,1362-4962,Jose AM,PMC5449620,Removing bias against short sequences enables northern blotting to better complement RNA-seq for the study of small RNAs.,Nucleic Acids Res,19.16
28620088,,2160-1836,Picard F,PMC5555478,The R148.3 Gene Modulates Caenorhabditis elegans Lifespan and Fat Metabolism.,G3 (Bethesda),3.542
28615630,,2045-2322,Woollard A,PMC5471188,Non-muscle myosin II is required for correct fate specification in the Caenorhabditis elegans seam cell divisions.,Sci Rep,4.996
28615498,0962-8452,1471-2954,Immler S,PMC5474071,Antagonistically pleiotropic allele increases lifespan and late-life reproduction at the cost of early-life reproduction and individual fitness.,Proc Biol Sci,5.53
28615321,1059-1524,1939-4586,Dawes AT,PMC5531737,PAR proteins regulate maintenance-phase myosin dynamics during Caenorhabditis elegans zygote polarization.,Mol Biol Cell,3.612
28614700,0012-1606,1095-564X,Liu J,PMC5554739,The C. elegans Spalt-like protein SEM-4 functions through the SoxC transcription factor SEM-2 to promote a proliferative blast cell fate in the postembryonic mesoderm.,Dev Biol,3.148
28612944,1474-9718,1474-9726,Gems D,PMC5595692,The SKN-1/Nrf2 transcription factor can protect against oxidative stress and increase lifespan in C. elegans by distinct mechanisms.,Aging Cell,11.005
28611740,1664-302X,1664-302X,Chen F,PMC5446984,The Shift of the Intestinal Microbiome in the Innate Immunity-Deficient Mutant rde-1 Strain of C. elegans upon Orsay Virus Infection.,Front Microbiol,6.064
32550363,,2578-9430,Hopkins C,PMC7255883,Precision deletion of the entire coding sequence of the mod-5 locus causes increase in pharyngeal pumping frequency.,MicroPubl Biol,
28622510,0092-8674,1097-4172,Wang MC,PMC5635830,Microbial Genetic Composition Tunes Host Longevity.,Cell,66.85
28634159,0016-6731,1943-2631,Gartner A,PMC5560793,A Role for the Nonsense-Mediated mRNA Decay Pathway in Maintaining Genome Stability in Caenorhabditis elegans.,Genetics,4.402
28627510,,2041-1723,Nudler E,PMC5481799,Glycogen controls Caenorhabditis elegans lifespan and resistance to oxidative stress.,Nat Commun,17.694
28646043,0016-6731,1943-2631,Askjaer P,PMC5560786,An Efficient FLP-Based Toolkit for Spatiotemporal Control of Gene Expression in Caenorhabditis elegans.,Genetics,4.402
28634273,0950-1991,1477-9129,Miller MA,PMC5482997,The C. elegans VAPB homolog VPR-1 is a permissive signal for gonad development.,Development,6.862
28634272,0950-1991,1477-9129,Han SM,PMC5482996,The secreted MSP domain of C. elegans VAPB homolog VPR-1 patterns the adult striated muscle mitochondrial reticulum via SMN-1.,Development,6.862
28632756,,1932-6203,Freedman JH,PMC5478092,Identification of ATF-7 and the insulin signaling pathway in the regulation of metallothionein in C. elegans suggests roles in aging and reactive oxygen species.,PLoS One,3.752
28630005,0006-291X,1090-2104,Shim YH,,Transgenerational effects of proton beam irradiation on Caenorhabditis elegans germline apoptosis.,Biochem Biophys Res Commun,3.322
28645918,0261-4189,1460-2075,Meister G,PMC5510005,Phosphorylation of Argonaute proteins affects mRNA binding and is essential for microRNA-guided gene silencing in vivo.,EMBO J,14.012
28645154,0305-1048,1362-4962,Montgomery TA,PMC5587817,ALG-5 is a miRNA-associated Argonaute required for proper developmental timing in the Caenorhabditis elegans germline.,Nucleic Acids Res,19.16
28644434,1350-9047,1476-5403,Crowder CM,PMC5596417,Ageing and hypoxia cause protein aggregation in mitochondria.,Cell Death Differ,12.067
28642382,0036-8075,1095-9203,Zimmer M,,A global brain state underlies C. elegans sleep behavior.,Science,63.714
28640690,1547-6286,1555-8584,Guang S,PMC5785222,A new layer of rRNA regulation by small interference RNAs and the nuclear RNAi pathway.,RNA Biol,4.766
28637841,0270-6474,1529-2401,Strittmatter SM,PMC6705738,Protein Tyrosine Phosphatase δ Mediates the Sema3A-Induced Cortical Basal Dendritic Arborization through the Activation of Fyn Tyrosine Kinase.,J Neurosci,6.709
28652378,0016-6731,1943-2631,Conradt B,PMC5560807,Caenorhabditis elegans CES-1 Snail Represses pig-1 MELK Expression To Control Asymmetric Cell Division.,Genetics,4.402
28649202,1664-042X,1664-042X,Rohlfing AK,PMC5465262,Neuronal Chemosensation and Osmotic Stress Response Converge in the Regulation of aqp-8 in C. elegans.,Front Physiol,4.755
28648844,0012-1606,1095-564X,Allen AK,PMC5603194,Novel functions for the RNA-binding protein ETR-1 in Caenorhabditis elegans reproduction and engulfment of germline apoptotic cell corpses.,Dev Biol,3.148
28648843,0012-1606,1095-564X,Sherwood DR,PMC5560089,Identification of regulators of germ stem cell enwrapment by its niche in C. elegans.,Dev Biol,3.148
27623384,1534-5807,1878-1551,Overholtzer M,PMC5046836,PIKfyve Regulates Vacuole Maturation and Nutrient Recovery following Engulfment.,Dev Cell,13.417
27623381,1534-5807,1878-1551,Desai A,PMC5094371,A Nucleoporin Docks Protein Phosphatase 1 to Direct Meiotic Chromosome Segregation and Nuclear Assembly.,Dev Cell,13.417
27623378,1534-5807,1878-1551,Hawley RS,,A Nucleoporin at the Meiotic Kinetochore.,Dev Cell,13.417
28630114,0016-6731,1943-2631,Félix MA,PMC5560785,Toward Universal Forward Genetics: Using a Draft Genome Sequence of the Nematode Oscheius tipulae To Identify Mutations Affecting Vulva Development.,Genetics,4.402
28675140,,2050-084X,Hansen M,PMC5496740,Spatiotemporal regulation of autophagy during Caenorhabditis elegans aging.,Elife,8.713
28674941,1355-8145,1466-1268,Westerheide SD,PMC5741582,Coffee extract and caffeine enhance the heat shock response and promote proteostasis in an HSF-1-dependent manner in Caenorhabditis elegans.,Cell Stress Chaperones,3.827
28673818,0012-1606,1095-564X,Jin Y,PMC5828015,Distinct cis elements in the 3' UTR of the C. elegans cebp-1 mRNA mediate its regulation in neuronal development.,Dev Biol,3.148
28673026,1079-5006,1758-535X,Pandey R,PMC5861981,3β-Hydroxy-urs-12-en-28-oic Acid Modulates Dietary Restriction Mediated Longevity and Ameliorates Toxic Protein Aggregation in C. elegans.,J Gerontol A Biol Sci Med Sci,6.591
28672869,,1420-3049,Liang B,PMC6152104,Calcineurin Antagonizes AMPK to Regulate Lipolysis in Caenorhabditis elegans.,Molecules,4.927
28669960,1673-4254,2663-0842,Lin HZ,PMC6744147,[Effect of Herba Scutellariae Barbatae flavonoids in delaying aging of Caenorhabditis elegans and human umbilical vein endothelial cells in vitro].,Nan Fang Yi Ke Da Xue Xue Bao,
28669545,0896-6273,1097-4199,Kaplan JM,PMC5548138,Retrograde Synaptic Inhibition Is Mediated by α-Neurexin Binding to the α2δ Subunits of N-Type Calcium Channels.,Neuron,18.688
28669120,0364-3190,1573-6903,Chen Z,,The protection of novel 2-arylethenylquinoline derivatives against impairment of associative learning memory induced by neural Aβ in C. elegans Alzheimer's disease model.,Neurochem Res,4.414
28667441,0253-6269,1976-3786,Kim DK,,Lifespan-extending and stress resistance properties of brazilin from Caesalpinia sappan in Caenorhabditis elegans.,Arch Pharm Res,6.01
28662060,1553-7390,1553-7404,Kirienko NV,PMC5510899,A conserved mitochondrial surveillance pathway is required for defense against Pseudomonas aeruginosa.,PLoS Genet,
28662030,1544-9173,1545-7885,Miller MA,PMC5490939,Chemosensory and hyperoxia circuits in C. elegans males influence sperm navigational capacity.,PLoS Biol,9.593
28696216,0016-6731,1943-2631,de Carvalho CE,PMC5586388,Regulation of Lysosomal Function by the DAF-16 Forkhead Transcription Factor Couples Reproduction to Aging in Caenorhabditis elegans.,Genetics,4.402
28678595,1933-6918,1933-6926,Pandey GK,PMC6149439,The unc-53 gene negatively regulates rac GTPases to inhibit unc-5 activity during Distal tip cell migrations in C. elegans.,Cell Adh Migr,3.255
28677525,,2050-084X,Hobert O,PMC5498135,An intersectional gene regulatory strategy defines subclass diversity of C. elegans motor neurons.,Elife,8.713
28676648,,2045-2322,Matthews JM,PMC5496915,Interactions between LHX3- and ISL1-family LIM-homeodomain transcription factors are conserved in Caenorhabditis elegans.,Sci Rep,4.996
28676501,0021-9533,1477-9137,Mori I,,Lifespan extension by peroxidase and dual oxidase-mediated ROS signaling through pyrroloquinoline quinone in C. elegans.,J Cell Sci,5.235
28659600,,2045-2322,Gartner A,PMC5489525,"Comparative genetic, proteomic and phosphoproteomic analysis of C. elegans embryos with a focus on ham-1/STOX and pig-1/MELK in dopaminergic neuron development.",Sci Rep,4.996
28696924,,2160-1836,Ailion M,PMC5592925,The SEK-1 p38 MAP Kinase Pathway Modulates Gq Signaling in Caenorhabditis elegans.,G3 (Bethesda),3.542
28696540,1949-3584,1949-3592,Ono S,PMC5744890,Conserved hydrophobic residues in the CARP/β-sheet domain of cyclase-associated protein are involved in actin monomer regulation.,Cytoskeleton (Hoboken),2.844
28696027,1065-6995,1095-8355,Davis GM,,atz-1 Influences meiosis to maintain germline chromosomal stability in Caenorhabditis elegans.,Cell Biol Int,4.473
28700616,1553-7390,1553-7404,Andersen EC,PMC5529024,Natural variation in a single amino acid substitution underlies physiological responses to topoisomerase II poisons.,PLoS Genet,
28698593,,2045-2322,Tavernarakis N,PMC5505976,Differential adiponectin signalling couples ER stress with lipid metabolism to modulate ageing in C. elegans.,Sci Rep,4.996
28698386,0270-6474,1529-2401,Fang-Yen C,PMC5559759,Antagonistic Serotonergic and Octopaminergic Neural Circuits Mediate Food-Dependent Locomotory Behavior in Caenorhabditis elegans.,J Neurosci,6.709
28694018,0012-1606,1095-564X,Killeen MT,,The ENU-3 protein family members function in the Wnt pathway parallel to UNC-6/Netrin to promote motor neuron axon outgrowth in C. elegans.,Dev Biol,3.148
28336532,0021-9258,1083-351X,Mulder FAA,PMC5437234,MOAG-4 promotes the aggregation of α-synuclein by competing with self-protective electrostatic interactions.,J Biol Chem,
28710064,0016-6731,1943-2631,Villeneuve AM,PMC5586365,Time-Course Analysis of Early Meiotic Prophase Events Informs Mechanisms of Homolog Pairing and Synapsis in Caenorhabditis elegans.,Genetics,4.402
28704415,,1932-6203,Padgett RW,PMC5509155,C. elegans SMA-10 regulates BMP receptor trafficking.,PLoS One,3.752
28703362,1439-4227,1439-7633,Kowalski JR,PMC5605452,In Vivo Delivery and Activation of Masked Fluorogenic Hydrolase Substrates by Endogenous Hydrolases in C. elegans.,Chembiochem,3.461
28701347,1059-1524,1939-4586,McNally FJ,PMC5576904,A casein kinase 1 prevents expulsion of the oocyte meiotic spindle into a polar body by regulating cortical contractility.,Mol Biol Cell,3.612
28701343,1059-1524,1939-4586,Rose LS,PMC5576900,"LET-99 functions in the astral furrowing pathway, where it is required for myosin enrichment in the contractile ring.",Mol Biol Cell,3.612
28710073,0022-2275,1539-7262,Liang B,PMC5580898,Zinc mediates the SREBP-SCD axis to regulate lipid metabolism in Caenorhabditis elegans.,J Lipid Res,6.676
28705837,0021-9533,1477-9137,Shim YH,,The B-type cyclin CYB-1 maintains the proper position and number of centrosomes during spermatogenesis in Caenorhabditis elegans.,J Cell Sci,5.235
28248305,1465-7392,1476-4679,Strome S,,Inheritance of protection from osmotic stress.,Nat Cell Biol,28.213
28713491,1942-0900,1942-0994,Zheng X,PMC5497675,Mulberry Anthocyanin Extract Ameliorates Oxidative Damage in HepG2 Cells and Prolongs the Lifespan of Caenorhabditis elegans through MAPK and Nrf2 Pathways.,Oxid Med Cell Longev,7.31
28716951,0270-7306,1098-5549,Rubin CS,PMC5599713,"A Calcium- and Diacylglycerol-Stimulated Protein Kinase C (PKC), Caenorhabditis elegans PKC-2, Links Thermal Signals to Learned Behavior by Acting in Sensory Neurons and Intestinal Cells.",Mol Cell Biol,5.069
28716930,0027-8424,1091-6490,Liu X,PMC5547623,Conserved gene regulatory module specifies lateral neural borders across bilaterians.,Proc Natl Acad Sci U S A,12.779
28716093,,1741-7007,Dennis JW,PMC5513350,"C. elegans SUP-46, an HNRNPM family RNA-binding protein that prevents paternally-mediated epigenetic sterility.",BMC Biol,7.364
28724632,0021-9258,1083-351X,Imai H,PMC5592662,Hydrogen peroxide produced by superoxide dismutase SOD-2 activates sperm in Caenorhabditis elegans.,J Biol Chem,
