Go_Id,Category,Term
GO:0071885,Molecular_function,N-terminal protein N-methyltransferase activity
GO:0071889,Molecular_function,14-3-3 protein binding
GO:0071913,Molecular_function,citrate secondary active transmembrane transporter activity
GO:0071916,Molecular_function,dipeptide transmembrane transporter activity
GO:0071933,Molecular_function,Arp2/3 complex binding
GO:0071949,Molecular_function,FAD binding
GO:0071987,Molecular_function,WD40-repeat domain binding
GO:0072320,Molecular_function,volume-sensitive chloride channel activity
GO:0072345,Molecular_function,NAADP-sensitive calcium-release channel activity
GO:0072354,Molecular_function,histone H3T3 kinase activity
GO:0072518,Molecular_function,Rho-dependent protein serine/threonine kinase activity
GO:0072542,Molecular_function,protein phosphatase activator activity
GO:0072572,Molecular_function,poly-ADP-D-ribose binding
GO:0072582,Molecular_function,17-beta-hydroxysteroid dehydrogenase (NADP+) activity
GO:0080019,Molecular_function,alcohol-forming very long-chain fatty acyl-CoA reductase activity
GO:0080025,Molecular_function,"phosphatidylinositol-3,5-bisphosphate binding"
GO:0080048,Molecular_function,GDP-D-glucose phosphorylase activity
GO:0080101,Molecular_function,phosphatidyl-N-dimethylethanolamine N-methyltransferase activity
GO:0080132,Molecular_function,fatty acid alpha-hydroxylase activity
GO:0080146,Molecular_function,L-cysteine desulfhydrase activity
GO:0089720,Molecular_function,caspase binding
GO:0090422,Molecular_function,thiamine pyrophosphate transmembrane transporter activity
GO:0090482,Molecular_function,vitamin transmembrane transporter activity
GO:0090486,Molecular_function,small RNA 2'-O-methyltransferase activity
GO:0090556,Molecular_function,phosphatidylserine floppase activity
GO:0090560,Molecular_function,2-(3-amino-3-carboxypropyl)histidine synthase activity
GO:0090599,Molecular_function,alpha-glucosidase activity
GO:0090736,Molecular_function,MATH domain binding
GO:0097023,Molecular_function,fructose 6-phosphate aldolase activity
GO:0097027,Molecular_function,ubiquitin-protein transferase activator activity
GO:0097108,Molecular_function,hedgehog family protein binding
GO:0097110,Molecular_function,scaffold protein binding
GO:0097157,Molecular_function,pre-mRNA intronic binding
GO:0097177,Molecular_function,mitochondrial ribosome binding
GO:0097200,Molecular_function,cysteine-type endopeptidase activity involved in execution phase of apoptosis
GO:0097322,Molecular_function,7SK snRNA binding
GO:0097363,Molecular_function,protein O-acetylglucosaminyltransferase activity
GO:0097367,Molecular_function,carbohydrate derivative binding
GO:0097602,Molecular_function,cullin family protein binding
GO:0097604,Molecular_function,temperature-gated cation channel activity
GO:0097642,Molecular_function,calcitonin family receptor activity
GO:0097677,Molecular_function,STAT family protein binding
GO:0097718,Molecular_function,disordered domain specific binding
GO:0098505,Molecular_function,G-rich strand telomeric DNA binding
GO:0098599,Molecular_function,palmitoyl hydrolase activity
GO:0098621,Molecular_function,O-phosphoseryl-tRNA(Sec) selenium transferase activity
GO:0098631,Molecular_function,cell adhesion mediator activity
GO:0098632,Molecular_function,cell-cell adhesion mediator activity
GO:0098770,Molecular_function,FBXO family protein binding
GO:0098808,Molecular_function,mRNA cap binding
GO:0098882,Molecular_function,structural constituent of presynaptic active zone
GO:0099095,Molecular_function,ligand-gated monoatomic anion channel activity
GO:0099104,Molecular_function,potassium channel activator activity
GO:0099106,Molecular_function,ion channel regulator activity
GO:0099530,Molecular_function,G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential
GO:0099583,Molecular_function,neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration
GO:0099589,Molecular_function,serotonin receptor activity
GO:0101005,Molecular_function,deubiquitinase activity
GO:0101006,Molecular_function,protein histidine phosphatase activity
GO:0102121,Molecular_function,ceramidase activity
GO:0102148,Molecular_function,N-acetyl-beta-D-galactosaminidase activity
GO:0102158,Molecular_function,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity
GO:0102193,Molecular_function,protein-ribulosamine 3-kinase activity
GO:0102200,Molecular_function,N-acetylphosphatidylethanolamine-hydrolysing phospholipase activity
GO:0102250,Molecular_function,linear malto-oligosaccharide phosphorylase activity
GO:0102294,Molecular_function,cholesterol dehydrogenase activity
GO:0102389,Molecular_function,polyprenol reductase activity
GO:0102420,Molecular_function,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity
GO:0102499,Molecular_function,SHG alpha-glucan phosphorylase activity
GO:0102500,Molecular_function,beta-maltose 4-alpha-glucanotransferase activity
GO:0102522,Molecular_function,tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity
GO:0102704,Molecular_function,"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity"
GO:0102751,Molecular_function,UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity
GO:0102752,Molecular_function,"1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)"
GO:0102758,Molecular_function,very-long-chain enoyl-CoA reductase activity
GO:0102769,Molecular_function,dihydroceramide glucosyltransferase activity
GO:0102772,Molecular_function,sphingolipid C4-monooxygenase activity
GO:0102773,Molecular_function,dihydroceramide kinase activity
GO:0102867,Molecular_function,molybdenum cofactor sulfurtransferase activity
GO:0102965,Molecular_function,alcohol-forming long-chain fatty acyl-CoA reductase activity
GO:0102985,Molecular_function,delta12-fatty-acid desaturase activity
GO:0102987,Molecular_function,palmitoleic acid delta 12 desaturase activity
GO:0103026,Molecular_function,fructose-1-phosphatase activity
GO:0106018,Molecular_function,"phosphatidylinositol-3,5-bisphosphate phosphatase activity"
GO:0106029,Molecular_function,tRNA pseudouridine synthase activity
GO:0106050,Molecular_function,tRNA 2'-O-methyltransferase activity
GO:0106073,Molecular_function,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity"
GO:0106140,Molecular_function,P-TEFb complex binding
GO:0106245,Molecular_function,L-serine-phosphatidylethanolamine phosphatidyltransferase activity
GO:0106261,Molecular_function,tRNA uridine(34) acetyltransferase activity
GO:0106262,Molecular_function,1-acylglycerophosphoethanolamine O-acyltransferase activity
GO:0106263,Molecular_function,1-acylglycerophosphoserine O-acyltransferase activity
GO:0106293,Molecular_function,NADH oxidase H202-forming activity
GO:0106294,Molecular_function,NADPH oxidase H202-forming activity
GO:0106310,Molecular_function,protein serine kinase activity
GO:0106313,Molecular_function,methylenetetrahydrofolate reductase NADPH activity
GO:0106321,Molecular_function,S-(hydroxymethyl)glutathione dehydrogenase (NADP+) activity
GO:0106322,Molecular_function,S-(hydroxymethyl)glutathione dehydrogenase (NAD+) activity
GO:0106335,Molecular_function,tRNA (5-carboxymethyluridine(34)-5-O)-methyltransferase activity
GO:0106339,Molecular_function,tRNA (cytidine(32)-2'-O)-methyltransferase activity
GO:0106340,Molecular_function,tRNA (guanine(34)-2'-O)-methyltransferase activity
GO:0106364,Molecular_function,4-hydroxy-3-all-trans-hexaprenylbenzoate oxygenase activity
GO:0106370,Molecular_function,protein-L-histidine N-pros-methyltransferase activity
GO:0106375,Molecular_function,deoxynucleoside triphosphate hydrolase activity
GO:0106388,Molecular_function,18S rRNA aminocarboxypropyltransferase activity
GO:0106411,Molecular_function,XMP 5'-nucleosidase activity
GO:0106430,Molecular_function,dihydroorotate dehydrogenase (quinone) activity
GO:0106435,Molecular_function,carboxylesterase activity
GO:0110050,Molecular_function,deaminated glutathione amidase activity
GO:0110152,Molecular_function,RNA NAD+-cap (NAD+-forming) hydrolase activity
GO:0110153,Molecular_function,RNA NAD-cap (NMN-forming) hydrolase activity
GO:0120013,Molecular_function,lipid transfer activity
GO:0120015,Molecular_function,sterol transfer activity
GO:0120048,Molecular_function,U6 snRNA (adenine-(43)-N(6))-methyltransferase activity
GO:0120146,Molecular_function,sulfatide binding
GO:0120170,Molecular_function,intraciliary transport particle B binding
GO:0120283,Molecular_function,protein serine/threonine kinase binding
GO:0140078,Molecular_function,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0140083,Molecular_function,ATP-dependent protein-DNA unloader activity
GO:0140096,Molecular_function,"catalytic activity, acting on a protein"
GO:0140223,Molecular_function,general transcription initiation factor activity
GO:0140293,Molecular_function,ADP-ribosylglutamate hydrolase activity
GO:0140297,Molecular_function,DNA-binding transcription factor binding
GO:0140311,Molecular_function,protein sequestering activity
GO:0140313,Molecular_function,molecular sequestering activity
GO:0140318,Molecular_function,protein transporter activity
GO:0140326,Molecular_function,ATPase-coupled intramembrane lipid transporter activity
GO:0140358,Molecular_function,P-type transmembrane transporter activity
GO:0140359,Molecular_function,ABC-type transporter activity
GO:0140410,Molecular_function,monoatomic cation:bicarbonate symporter activity
GO:0140416,Molecular_function,transcription regulator inhibitor activity
GO:0140439,Molecular_function,protein-cysteine S-stearoyltransferase activity
GO:0140492,Molecular_function,metal-dependent deubiquitinase activity
GO:0140522,Molecular_function,fusogenic activity
GO:0140575,Molecular_function,transmembrane monodehydroascorbate reductase activity
GO:0140581,Molecular_function,P-type monovalent copper transporter activity
GO:0140613,Molecular_function,P-type manganese transporter activity
GO:0140616,Molecular_function,iodotyrosine deiodinase activity
GO:0140640,Molecular_function,"catalytic activity, acting on a nucleic acid"
GO:0140658,Molecular_function,ATP-dependent chromatin remodeler activity
GO:0140660,Molecular_function,cytoskeletal motor activator activity
GO:0140661,Molecular_function,cytoskeletal motor inhibitor activity
GO:0140662,Molecular_function,ATP-dependent protein folding chaperone
GO:0140663,Molecular_function,ATP-dependent FeS chaperone activity
GO:0140664,Molecular_function,ATP-dependent DNA damage sensor activity
GO:0140670,Molecular_function,cohesin unloader activity
GO:0140677,Molecular_function,molecular function activator activity
GO:0140678,Molecular_function,molecular function inhibitor activity
GO:0140680,Molecular_function,histone H3K36me/H3K36me2 demethylase activity
GO:0140681,Molecular_function,histone H3K36me2/H3K36me3 demethylase activity
GO:0140682,Molecular_function,FAD-dependent H3K4me/H3K4me3 demethylase activity
GO:0140684,Molecular_function,histone H3K9me2/H3K9me3 demethylase activity
GO:0140693,Molecular_function,molecular condensate scaffold activity
GO:0140818,Molecular_function,mRNA 5'-triphosphate monophosphatase activity
GO:0140824,Molecular_function,thioredoxin-dependent peroxiredoxin activity
GO:0140825,Molecular_function,lactoperoxidase activity
GO:0140849,Molecular_function,ATP-dependent H2AZ histone chaperone activity
GO:0140852,Molecular_function,histone ubiquitin ligase activity
GO:0140911,Molecular_function,pore-forming activity
GO:0140932,Molecular_function,5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase activity
GO:0140933,Molecular_function,5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase activity
GO:0140934,Molecular_function,histone deubiquitinase activity
GO:0140938,Molecular_function,histone H3 methyltransferase activity
GO:0140939,Molecular_function,histone H4 methyltransferase activity
GO:0140940,Molecular_function,histone H2A methyltransferase activity
GO:0140941,Molecular_function,histone H4K20me methyltransferase activity
GO:0140942,Molecular_function,histone H3K9 dimethyltransferase activity
GO:0140944,Molecular_function,histone H4K20 monomethyltransferase activity
GO:0140945,Molecular_function,histone H3K4 monomethyltransferase activity
GO:0140947,Molecular_function,histone H3K9me2 methyltransferase activity
GO:0140948,Molecular_function,histone H3K9 monomethyltransferase activity
GO:0140949,Molecular_function,histone H3K9 trimethyltransferase activity
GO:0140951,Molecular_function,histone H3K27 trimethyltransferase activity
GO:0140954,Molecular_function,histone H3K36 dimethyltransferase activity
GO:0140956,Molecular_function,histone H3K79 trimethyltransferase activity
GO:0140993,Molecular_function,histone modifying activity
GO:0140996,Molecular_function,histone H3 kinase activity
GO:0140999,Molecular_function,histone H3K4 trimethyltransferase activity
GO:0141039,Molecular_function,phosphatidylinositol 3-kinase inhibitor activity
GO:0141040,Molecular_function,very-long-chain 3-oxoacyl-CoA reductase activity
GO:0141101,Molecular_function,tRNA(Ser) (uridine(44)-2'-O-)-methyltransferase activity
GO:0141131,Molecular_function,DNA N6-methyladenine demethylase activity
GO:0141133,Molecular_function,diphthine methyl ester synthase activity
GO:0141148,Molecular_function,enoyl-[acyl-carrier-protein] reductase (NADPH) activity
GO:0141152,Molecular_function,glycerol-3-phosphate dehydrogenase (NAD+) activity
GO:0160039,Molecular_function,serotonin-gated chloride channel activity
GO:0160082,Molecular_function,hypoxia-inducible factor-proline dioxygenase activity
GO:0160102,Molecular_function,tRNA (guanine(10)-N2)-methyltransferase activity
GO:0160104,Molecular_function,tRNA (guanine(26)-N2)-dimethyltransferase activity
GO:0160107,Molecular_function,tRNA (adenine(58)-N1)-methyltransferase activity
GO:0160128,Molecular_function,pH-gated monoatomic ion channel activity
GO:0160133,Molecular_function,bicarbonate channel activity
GO:0160147,Molecular_function,tRNA pseudouridine(38-40) synthase activity
GO:0160148,Molecular_function,tRNA pseudouridine(55) synthase activity
